id,fecha,monto,tipo,estado
129,14-11-2024,700.0,invalid,MONTO_NORMAL
130,24-07-2024,1200.0,debito,MONTO_NORMAL
131,25-07-2024,1000.0,debito,MONTO_NORMAL
132,10-12-2024,0.0,invalid,MONTO_NORMAL
133,21-07-2024,500.0,invalid,MONTO_NORMAL
134,06-04-2024,800.0,credito,MONTO_NORMAL
136,27-10-2024,0.0,invalid,MONTO_NORMAL
137,17-06-2024,1200.0,desconocido,MONTO_NORMAL
139,16-09-2024,700.0,debito,MONTO_NORMAL
140,22-08-2024,1200.0,debito,MONTO_NORMAL
141,14-07-2024,3000.0,debito,MONTO_NORMAL
142,19-11-2024,3000.0,debito,MONTO_NORMAL
143,29-09-2024,700.0,credito,MONTO_NORMAL
144,30-12-2024,3000.0,debito,MONTO_NORMAL
145,01-01-2024,1200.0,debito,MONTO_NORMAL
147,29-03-2024,3000.0,credito,MONTO_NORMAL
148,30-03-2024,1000.0,invalid,MONTO_NORMAL
149,02-11-2024,3000.0,desconocido,MONTO_NORMAL
151,18-12-2024,3000.0,credito,MONTO_NORMAL
152,25-10-2024,1500.0,invalid,MONTO_NORMAL
153,28-07-2024,1000.0,credito,MONTO_NORMAL
154,04-03-2024,800.0,credito,MONTO_NORMAL
156,02-03-2024,1500.0,debito,MONTO_NORMAL
157,17-08-2024,3000.0,debito,MONTO_NORMAL
158,26-05-2024,500.0,debito,MONTO_NORMAL
159,01-09-2024,1200.0,debito,MONTO_NORMAL
160,03-08-2024,1500.0,invalid,MONTO_NORMAL
161,28-07-2024,1500.0,credito,MONTO_NORMAL
162,11-12-2024,3000.0,debito,MONTO_NORMAL
163,30-11-2024,3000.0,desconocido,MONTO_NORMAL
164,04-03-2024,3000.0,invalid,MONTO_NORMAL
165,30-08-2024,1000.0,invalid,MONTO_NORMAL
166,06-04-2024,800.0,credito,MONTO_NORMAL
168,24-10-2024,1200.0,credito,MONTO_NORMAL
169,05-03-2024,800.0,invalid,MONTO_NORMAL
170,07-09-2024,1200.0,invalid,MONTO_NORMAL
172,07-02-2024,0.0,debito,MONTO_NORMAL
175,24-09-2024,1500.0,invalid,MONTO_NORMAL
176,07-06-2024,1000.0,invalid,MONTO_NORMAL
177,22-10-2024,3000.0,debito,MONTO_NORMAL
178,17-05-2024,3000.0,credito,MONTO_NORMAL
179,11-07-2024,3000.0,credito,MONTO_NORMAL
180,28-05-2024,1000.0,desconocido,MONTO_NORMAL
181,08-09-2024,800.0,invalid,MONTO_NORMAL
182,02-03-2024,800.0,credito,MONTO_NORMAL
183,21-01-2024,3000.0,credito,MONTO_NORMAL
184,01-11-2024,1500.0,debito,MONTO_NORMAL
186,04-01-2024,3000.0,invalid,MONTO_NORMAL
187,25-05-2024,800.0,debito,MONTO_NORMAL
188,15-03-2024,500.0,debito,MONTO_NORMAL
189,17-01-2024,800.0,invalid,MONTO_NORMAL
190,26-07-2024,1500.0,debito,MONTO_NORMAL
192,19-09-2024,700.0,debito,MONTO_NORMAL
193,16-01-2024,1500.0,invalid,MONTO_NORMAL
195,13-06-2024,800.0,debito,MONTO_NORMAL
197,18-02-2024,1200.0,credito,MONTO_NORMAL
198,04-12-2024,800.0,debito,MONTO_NORMAL
199,01-06-2024,700.0,invalid,MONTO_NORMAL
204,16-04-2024,1200.0,debito,MONTO_NORMAL
205,07-08-2024,1000.0,invalid,MONTO_NORMAL
206,20-11-2024,3000.0,debito,MONTO_NORMAL
207,08-02-2024,3000.0,debito,MONTO_NORMAL
210,09-02-2024,700.0,debito,MONTO_NORMAL
211,18-04-2024,800.0,invalid,MONTO_NORMAL
212,23-04-2024,1200.0,debito,MONTO_NORMAL
213,30-07-2024,3000.0,debito,MONTO_NORMAL
215,01-03-2024,1500.0,debito,MONTO_NORMAL
217,16-03-2024,700.0,credito,MONTO_NORMAL
218,16-02-2024,1200.0,credito,MONTO_NORMAL
219,28-09-2024,0.0,credito,MONTO_NORMAL
220,28-08-2024,500.0,credito,MONTO_NORMAL
221,19-06-2024,1200.0,invalid,MONTO_NORMAL
223,01-10-2024,3000.0,credito,MONTO_NORMAL
224,20-12-2024,500.0,credito,MONTO_NORMAL
227,25-04-2024,800.0,debito,MONTO_NORMAL
228,12-07-2024,1500.0,invalid,MONTO_NORMAL
231,25-12-2024,0.0,invalid,MONTO_NORMAL
232,04-02-2024,1500.0,invalid,MONTO_NORMAL
233,15-06-2024,1000.0,debito,MONTO_NORMAL
235,07-04-2024,800.0,invalid,MONTO_NORMAL
236,29-06-2024,1000.0,debito,MONTO_NORMAL
237,21-02-2024,1200.0,debito,MONTO_NORMAL
238,09-10-2024,1200.0,credito,MONTO_NORMAL
239,04-03-2024,800.0,debito,MONTO_NORMAL
240,17-06-2024,3000.0,debito,MONTO_NORMAL
241,07-03-2024,1000.0,credito,MONTO_NORMAL
243,17-10-2024,800.0,debito,MONTO_NORMAL
244,23-07-2024,3000.0,desconocido,MONTO_NORMAL
245,02-06-2024,800.0,credito,MONTO_NORMAL
246,10-02-2024,1200.0,debito,MONTO_NORMAL
249,19-06-2024,1200.0,invalid,MONTO_NORMAL
250,09-02-2024,1200.0,debito,MONTO_NORMAL
252,25-05-2024,700.0,debito,MONTO_NORMAL
254,26-10-2024,1200.0,invalid,MONTO_NORMAL
256,22-04-2024,1500.0,credito,MONTO_NORMAL
257,26-11-2024,1000.0,credito,MONTO_NORMAL
260,23-03-2024,3000.0,desconocido,MONTO_NORMAL
261,26-06-2024,500.0,debito,MONTO_NORMAL
263,02-07-2024,3000.0,invalid,MONTO_NORMAL
265,16-12-2024,3000.0,debito,MONTO_NORMAL
268,24-05-2024,800.0,credito,MONTO_NORMAL
269,27-07-2024,1200.0,desconocido,MONTO_NORMAL
272,04-09-2024,3000.0,invalid,MONTO_NORMAL
273,26-04-2024,1000.0,invalid,MONTO_NORMAL
274,21-01-2024,1500.0,credito,MONTO_NORMAL
275,09-08-2024,700.0,credito,MONTO_NORMAL
276,16-10-2024,700.0,debito,MONTO_NORMAL
279,24-02-2024,800.0,invalid,MONTO_NORMAL
280,27-07-2024,1200.0,credito,MONTO_NORMAL
281,08-07-2024,800.0,credito,MONTO_NORMAL
283,08-08-2024,0.0,debito,MONTO_NORMAL
284,25-07-2024,1500.0,credito,MONTO_NORMAL
285,13-12-2024,1500.0,desconocido,MONTO_NORMAL
286,27-09-2024,800.0,credito,MONTO_NORMAL
287,17-11-2024,800.0,debito,MONTO_NORMAL
289,14-08-2024,3000.0,debito,MONTO_NORMAL
290,15-06-2024,1500.0,debito,MONTO_NORMAL
291,17-04-2024,1000.0,invalid,MONTO_NORMAL
292,20-09-2024,1000.0,credito,MONTO_NORMAL
293,18-10-2024,1500.0,invalid,MONTO_NORMAL
294,01-07-2024,700.0,desconocido,MONTO_NORMAL
297,19-08-2024,1000.0,desconocido,MONTO_NORMAL
299,10-10-2024,700.0,invalid,MONTO_NORMAL
300,28-03-2024,1500.0,invalid,MONTO_NORMAL
301,03-10-2024,1500.0,credito,MONTO_NORMAL
303,19-10-2024,3000.0,credito,MONTO_NORMAL
304,03-03-2024,1000.0,invalid,MONTO_NORMAL
305,18-10-2024,700.0,invalid,MONTO_NORMAL
309,23-03-2024,1000.0,debito,MONTO_NORMAL
310,14-12-2024,1000.0,invalid,MONTO_NORMAL
312,24-06-2024,1200.0,desconocido,MONTO_NORMAL
317,19-01-2024,800.0,invalid,MONTO_NORMAL
318,04-06-2024,1500.0,invalid,MONTO_NORMAL
320,29-02-2024,700.0,invalid,MONTO_NORMAL
323,27-07-2024,700.0,credito,MONTO_NORMAL
324,23-09-2024,800.0,invalid,MONTO_NORMAL
325,22-03-2024,700.0,debito,MONTO_NORMAL
326,15-12-2024,1200.0,invalid,MONTO_NORMAL
328,10-11-2024,1000.0,debito,MONTO_NORMAL
329,02-05-2024,700.0,invalid,MONTO_NORMAL
331,13-11-2024,700.0,debito,MONTO_NORMAL
334,16-08-2024,3000.0,debito,MONTO_NORMAL
335,17-08-2024,1000.0,debito,MONTO_NORMAL
336,14-03-2024,800.0,invalid,MONTO_NORMAL
337,08-10-2024,3000.0,debito,MONTO_NORMAL
338,19-06-2024,800.0,invalid,MONTO_NORMAL
343,08-01-2024,3000.0,invalid,MONTO_NORMAL
344,21-10-2024,700.0,credito,MONTO_NORMAL
345,19-11-2024,700.0,invalid,MONTO_NORMAL
346,12-10-2024,1500.0,invalid,MONTO_NORMAL
347,20-05-2024,3000.0,invalid,MONTO_NORMAL
348,13-07-2024,1500.0,credito,MONTO_NORMAL
349,31-03-2024,800.0,credito,MONTO_NORMAL
350,02-02-2024,1200.0,debito,MONTO_NORMAL
351,31-08-2024,1200.0,debito,MONTO_NORMAL
355,15-03-2024,800.0,credito,MONTO_NORMAL
360,23-04-2024,700.0,invalid,MONTO_NORMAL
362,06-11-2024,1500.0,debito,MONTO_NORMAL
363,09-01-2024,1000.0,invalid,MONTO_NORMAL
364,04-09-2024,700.0,debito,MONTO_NORMAL
365,01-10-2024,1200.0,credito,MONTO_NORMAL
366,22-07-2024,700.0,debito,MONTO_NORMAL
367,14-03-2024,1500.0,debito,MONTO_NORMAL
368,26-07-2024,800.0,debito,MONTO_NORMAL
369,29-09-2024,800.0,desconocido,MONTO_NORMAL
370,02-10-2024,3000.0,debito,MONTO_NORMAL
371,10-12-2024,1000.0,debito,MONTO_NORMAL
372,20-08-2024,1200.0,debito,MONTO_NORMAL
373,30-09-2024,800.0,debito,MONTO_NORMAL
374,25-07-2024,800.0,desconocido,MONTO_NORMAL
375,02-12-2024,1000.0,credito,MONTO_NORMAL
376,09-07-2024,1200.0,credito,MONTO_NORMAL
378,19-05-2024,800.0,credito,MONTO_NORMAL
379,09-03-2024,1000.0,invalid,MONTO_NORMAL
380,26-12-2024,1200.0,debito,MONTO_NORMAL
382,04-07-2024,500.0,invalid,MONTO_NORMAL
383,26-01-2024,800.0,invalid,MONTO_NORMAL
384,30-05-2024,700.0,invalid,MONTO_NORMAL
385,27-07-2024,1500.0,invalid,MONTO_NORMAL
387,10-07-2024,3000.0,invalid,MONTO_NORMAL
390,20-12-2024,1200.0,credito,MONTO_NORMAL
391,09-09-2024,500.0,credito,MONTO_NORMAL
392,10-04-2024,1000.0,debito,MONTO_NORMAL
394,14-03-2024,1500.0,credito,MONTO_NORMAL
397,16-02-2024,700.0,debito,MONTO_NORMAL
398,09-05-2024,1000.0,invalid,MONTO_NORMAL
399,01-06-2024,1500.0,credito,MONTO_NORMAL
400,03-07-2024,1000.0,debito,MONTO_NORMAL
401,12-12-2024,700.0,debito,MONTO_NORMAL
403,29-06-2024,500.0,credito,MONTO_NORMAL
405,03-08-2024,1500.0,credito,MONTO_NORMAL
406,24-03-2024,700.0,desconocido,MONTO_NORMAL
409,22-01-2024,800.0,debito,MONTO_NORMAL
410,23-11-2024,1500.0,invalid,MONTO_NORMAL
412,06-12-2024,1000.0,invalid,MONTO_NORMAL
413,21-10-2024,1500.0,invalid,MONTO_NORMAL
419,19-01-2024,800.0,credito,MONTO_NORMAL
420,30-05-2024,1000.0,credito,MONTO_NORMAL
423,28-08-2024,800.0,invalid,MONTO_NORMAL
424,12-11-2024,700.0,credito,MONTO_NORMAL
425,09-01-2024,1200.0,invalid,MONTO_NORMAL
426,28-08-2024,800.0,credito,MONTO_NORMAL
428,09-08-2024,700.0,debito,MONTO_NORMAL
430,07-05-2024,1000.0,invalid,MONTO_NORMAL
432,30-06-2024,1000.0,debito,MONTO_NORMAL
433,18-11-2024,1500.0,invalid,MONTO_NORMAL
434,03-05-2024,1500.0,desconocido,MONTO_NORMAL
438,18-10-2024,1500.0,invalid,MONTO_NORMAL
439,15-03-2024,1200.0,credito,MONTO_NORMAL
441,04-12-2024,1000.0,debito,MONTO_NORMAL
442,06-08-2024,1200.0,debito,MONTO_NORMAL
444,19-04-2024,1200.0,desconocido,MONTO_NORMAL
446,11-07-2024,700.0,invalid,MONTO_NORMAL
447,08-02-2024,1000.0,credito,MONTO_NORMAL
450,07-03-2024,1500.0,debito,MONTO_NORMAL
451,02-07-2024,700.0,invalid,MONTO_NORMAL
452,31-05-2024,700.0,credito,MONTO_NORMAL
455,29-02-2024,800.0,invalid,MONTO_NORMAL
456,18-10-2024,1200.0,invalid,MONTO_NORMAL
457,26-03-2024,1200.0,credito,MONTO_NORMAL
459,31-01-2024,1000.0,credito,MONTO_NORMAL
460,21-08-2024,0.0,invalid,MONTO_NORMAL
464,24-07-2024,1000.0,debito,MONTO_NORMAL
465,04-03-2024,700.0,credito,MONTO_NORMAL
467,30-04-2024,1500.0,credito,MONTO_NORMAL
469,03-12-2024,1000.0,invalid,MONTO_NORMAL
471,04-12-2024,1000.0,desconocido,MONTO_NORMAL
473,15-08-2024,700.0,invalid,MONTO_NORMAL
475,28-12-2024,0.0,invalid,MONTO_NORMAL
477,09-07-2024,800.0,credito,MONTO_NORMAL
478,06-07-2024,0.0,credito,MONTO_NORMAL
480,09-06-2024,700.0,debito,MONTO_NORMAL
482,04-02-2024,800.0,invalid,MONTO_NORMAL
483,07-11-2024,1000.0,credito,MONTO_NORMAL
484,15-04-2024,700.0,credito,MONTO_NORMAL
485,17-11-2024,1000.0,desconocido,MONTO_NORMAL
486,17-09-2024,800.0,invalid,MONTO_NORMAL
487,04-01-2024,800.0,credito,MONTO_NORMAL
489,15-11-2024,3000.0,debito,MONTO_NORMAL
490,26-07-2024,700.0,invalid,MONTO_NORMAL
493,29-08-2024,0.0,invalid,MONTO_NORMAL
495,18-11-2024,1500.0,credito,MONTO_NORMAL
499,16-05-2024,1200.0,credito,MONTO_NORMAL
503,14-02-2024,1500.0,invalid,MONTO_NORMAL
504,16-09-2024,500.0,credito,MONTO_NORMAL
505,08-07-2024,1000.0,debito,MONTO_NORMAL
507,05-04-2024,0.0,invalid,MONTO_NORMAL
508,06-11-2024,700.0,credito,MONTO_NORMAL
509,31-10-2024,500.0,debito,MONTO_NORMAL
510,21-02-2024,3000.0,credito,MONTO_NORMAL
512,14-08-2024,700.0,credito,MONTO_NORMAL
513,10-01-2024,3000.0,desconocido,MONTO_NORMAL
515,14-07-2024,700.0,debito,MONTO_NORMAL
520,02-09-2024,1200.0,debito,MONTO_NORMAL
521,01-10-2024,1500.0,credito,MONTO_NORMAL
522,12-06-2024,1500.0,invalid,MONTO_NORMAL
523,03-02-2024,1000.0,invalid,MONTO_NORMAL
524,12-11-2024,1200.0,invalid,MONTO_NORMAL
526,26-03-2024,700.0,invalid,MONTO_NORMAL
527,17-05-2024,1200.0,credito,MONTO_NORMAL
528,13-06-2024,3000.0,invalid,MONTO_NORMAL
530,10-07-2024,700.0,invalid,MONTO_NORMAL
531,07-01-2024,700.0,credito,MONTO_NORMAL
532,15-10-2024,3000.0,credito,MONTO_NORMAL
533,18-11-2024,1500.0,credito,MONTO_NORMAL
534,15-05-2024,3000.0,invalid,MONTO_NORMAL
535,19-10-2024,1000.0,desconocido,MONTO_NORMAL
536,30-09-2024,700.0,credito,MONTO_NORMAL
539,26-08-2024,1500.0,debito,MONTO_NORMAL
540,18-04-2024,800.0,credito,MONTO_NORMAL
541,22-06-2024,3000.0,debito,MONTO_NORMAL
544,04-10-2024,800.0,debito,MONTO_NORMAL
545,23-11-2024,1000.0,debito,MONTO_NORMAL
546,26-04-2024,1200.0,debito,MONTO_NORMAL
547,25-09-2024,1200.0,credito,MONTO_NORMAL
548,17-08-2024,1500.0,debito,MONTO_NORMAL
550,25-05-2024,800.0,debito,MONTO_NORMAL
552,01-06-2024,800.0,invalid,MONTO_NORMAL
553,16-10-2024,1500.0,debito,MONTO_NORMAL
554,29-06-2024,1200.0,credito,MONTO_NORMAL
555,29-05-2024,700.0,credito,MONTO_NORMAL
558,21-10-2024,700.0,invalid,MONTO_NORMAL
561,05-01-2024,1500.0,invalid,MONTO_NORMAL
562,19-01-2024,800.0,credito,MONTO_NORMAL
563,17-08-2024,1200.0,debito,MONTO_NORMAL
564,06-07-2024,800.0,credito,MONTO_NORMAL
566,12-07-2024,1200.0,debito,MONTO_NORMAL
567,15-01-2024,700.0,credito,MONTO_NORMAL
568,11-03-2024,1200.0,debito,MONTO_NORMAL
569,05-06-2024,1200.0,desconocido,MONTO_NORMAL
570,20-03-2024,1200.0,desconocido,MONTO_NORMAL
571,12-06-2024,1200.0,debito,MONTO_NORMAL
572,05-11-2024,3000.0,credito,MONTO_NORMAL
573,29-06-2024,1200.0,credito,MONTO_NORMAL
574,18-10-2024,3000.0,debito,MONTO_NORMAL
575,06-01-2024,3000.0,debito,MONTO_NORMAL
576,11-04-2024,1000.0,invalid,MONTO_NORMAL
577,17-02-2024,800.0,debito,MONTO_NORMAL
580,28-11-2024,700.0,invalid,MONTO_NORMAL
581,21-01-2024,3000.0,debito,MONTO_NORMAL
582,20-03-2024,1500.0,invalid,MONTO_NORMAL
583,22-02-2024,3000.0,invalid,MONTO_NORMAL
584,09-01-2024,700.0,invalid,MONTO_NORMAL
585,17-11-2024,1200.0,debito,MONTO_NORMAL
587,10-07-2024,1200.0,credito,MONTO_NORMAL
588,22-11-2024,1200.0,debito,MONTO_NORMAL
589,30-12-2024,800.0,debito,MONTO_NORMAL
590,05-10-2024,1500.0,credito,MONTO_NORMAL
591,10-08-2024,3000.0,credito,MONTO_NORMAL
592,14-04-2024,1500.0,credito,MONTO_NORMAL
593,05-03-2024,1200.0,credito,MONTO_NORMAL
596,27-09-2024,700.0,invalid,MONTO_NORMAL
597,30-01-2024,500.0,credito,MONTO_NORMAL
600,09-02-2024,1500.0,invalid,MONTO_NORMAL
601,16-11-2024,1200.0,invalid,MONTO_NORMAL
604,15-05-2024,1000.0,credito,MONTO_NORMAL
606,16-05-2024,1000.0,desconocido,MONTO_NORMAL
607,02-10-2024,700.0,debito,MONTO_NORMAL
608,27-05-2024,1000.0,debito,MONTO_NORMAL
609,14-11-2024,3000.0,credito,MONTO_NORMAL
612,15-01-2024,500.0,credito,MONTO_NORMAL
613,17-11-2024,700.0,debito,MONTO_NORMAL
615,25-11-2024,1500.0,invalid,MONTO_NORMAL
616,03-08-2024,500.0,invalid,MONTO_NORMAL
619,30-09-2024,1000.0,credito,MONTO_NORMAL
620,13-01-2024,1000.0,credito,MONTO_NORMAL
621,23-03-2024,1200.0,debito,MONTO_NORMAL
622,08-07-2024,700.0,invalid,MONTO_NORMAL
623,01-03-2024,800.0,debito,MONTO_NORMAL
624,04-04-2024,3000.0,credito,MONTO_NORMAL
627,29-12-2024,700.0,credito,MONTO_NORMAL
630,20-10-2024,1500.0,desconocido,MONTO_NORMAL
631,16-09-2024,1500.0,credito,MONTO_NORMAL
632,11-02-2024,800.0,invalid,MONTO_NORMAL
633,27-10-2024,1500.0,debito,MONTO_NORMAL
634,15-06-2024,1500.0,debito,MONTO_NORMAL
636,07-08-2024,1500.0,credito,MONTO_NORMAL
637,01-07-2024,700.0,desconocido,MONTO_NORMAL
640,09-10-2024,3000.0,debito,MONTO_NORMAL
641,29-11-2024,1200.0,debito,MONTO_NORMAL
642,14-03-2024,700.0,credito,MONTO_NORMAL
646,20-07-2024,700.0,credito,MONTO_NORMAL
647,09-08-2024,1000.0,debito,MONTO_NORMAL
648,21-02-2024,700.0,invalid,MONTO_NORMAL
650,31-10-2024,3000.0,credito,MONTO_NORMAL
653,29-08-2024,1500.0,debito,MONTO_NORMAL
654,16-04-2024,800.0,debito,MONTO_NORMAL
656,21-10-2024,700.0,debito,MONTO_NORMAL
657,30-04-2024,1000.0,invalid,MONTO_NORMAL
658,14-10-2024,1200.0,invalid,MONTO_NORMAL
659,26-01-2024,1000.0,credito,MONTO_NORMAL
661,27-06-2024,1200.0,debito,MONTO_NORMAL
662,07-03-2024,700.0,credito,MONTO_NORMAL
664,17-02-2024,800.0,desconocido,MONTO_NORMAL
665,13-04-2024,800.0,invalid,MONTO_NORMAL
667,14-07-2024,700.0,credito,MONTO_NORMAL
669,16-10-2024,1500.0,debito,MONTO_NORMAL
670,07-12-2024,1200.0,credito,MONTO_NORMAL
671,17-05-2024,800.0,desconocido,MONTO_NORMAL
674,08-10-2024,3000.0,desconocido,MONTO_NORMAL
675,10-11-2024,700.0,invalid,MONTO_NORMAL
677,02-09-2024,700.0,invalid,MONTO_NORMAL
678,26-08-2024,800.0,invalid,MONTO_NORMAL
682,22-01-2024,700.0,credito,MONTO_NORMAL
683,03-03-2024,500.0,credito,MONTO_NORMAL
685,20-12-2024,1000.0,desconocido,MONTO_NORMAL
686,01-11-2024,0.0,invalid,MONTO_NORMAL
688,17-08-2024,1000.0,desconocido,MONTO_NORMAL
689,22-06-2024,1000.0,debito,MONTO_NORMAL
691,09-02-2024,800.0,debito,MONTO_NORMAL
694,06-04-2024,1000.0,credito,MONTO_NORMAL
696,11-05-2024,700.0,invalid,MONTO_NORMAL
697,01-02-2024,800.0,invalid,MONTO_NORMAL
698,29-09-2024,700.0,invalid,MONTO_NORMAL
699,10-12-2024,800.0,desconocido,MONTO_NORMAL
700,30-04-2024,1000.0,debito,MONTO_NORMAL
701,01-02-2024,3000.0,desconocido,MONTO_NORMAL
703,05-05-2024,1500.0,invalid,MONTO_NORMAL
704,19-02-2024,800.0,invalid,MONTO_NORMAL
705,16-10-2024,700.0,credito,MONTO_NORMAL
706,20-03-2024,1000.0,credito,MONTO_NORMAL
707,14-01-2024,800.0,debito,MONTO_NORMAL
708,14-06-2024,700.0,credito,MONTO_NORMAL
709,01-05-2024,1500.0,invalid,MONTO_NORMAL
710,24-10-2024,700.0,debito,MONTO_NORMAL
714,21-06-2024,700.0,invalid,MONTO_NORMAL
715,07-07-2024,700.0,invalid,MONTO_NORMAL
717,22-03-2024,1200.0,desconocido,MONTO_NORMAL
718,25-08-2024,700.0,invalid,MONTO_NORMAL
719,04-09-2024,1000.0,invalid,MONTO_NORMAL
720,27-11-2024,1500.0,desconocido,MONTO_NORMAL
725,06-02-2024,1000.0,desconocido,MONTO_NORMAL
726,10-10-2024,1500.0,credito,MONTO_NORMAL
727,12-01-2024,1000.0,debito,MONTO_NORMAL
728,09-12-2024,1500.0,invalid,MONTO_NORMAL
729,06-04-2024,0.0,credito,MONTO_NORMAL
730,18-03-2024,800.0,debito,MONTO_NORMAL
732,11-11-2024,1000.0,credito,MONTO_NORMAL
733,18-03-2024,1000.0,desconocido,MONTO_NORMAL
734,13-04-2024,1500.0,credito,MONTO_NORMAL
735,23-09-2024,1000.0,debito,MONTO_NORMAL
736,11-05-2024,1500.0,desconocido,MONTO_NORMAL
737,17-03-2024,800.0,invalid,MONTO_NORMAL
738,30-06-2024,3000.0,invalid,MONTO_NORMAL
739,20-03-2024,3000.0,invalid,MONTO_NORMAL
740,08-06-2024,700.0,debito,MONTO_NORMAL
742,14-05-2024,3000.0,invalid,MONTO_NORMAL
